,0
2077,"Women comprise less than 20 percent of elected leaders in Indonesia.
"
2078,"Farmers ask questions which are translated and shared with farmers in the same region and beyond.
"
2079,"Guides will continue to save lives, doing what they do; and the Everest machine will continue even though it is clear it is time to let Nepal recover. 
"
2080,"Images by Mirza Ferdous Alam used under Creative Commons license.
"
2081,"The farmers don't have proper communication or cold-storage facilities, resulting in poor market prices, but the proliferation of mobile phones is changing this scenario.
"
2082,"What is special about the art form is that it is only made by women .
"
2083,"What is the current extent of the problem in Egypt and what are the measures that must be taken? 
"
2084,"Learn more about the project through this video developed by CJ Worx, a digital agency film. 
"
2085,"""'The trail of 'blood' we leave represents the violence and attacks imposed by the state to the original peoples of this country. Several invasions, threats, and assassinations have been occurring in Brazil, in addition to a cruel process of criminalization of our leaders. 
"
2086,"Flickr image uploaded by Maximus Shoots. 
"
2087,"Abidjan, Cote d'Ivoire. 
"
2088,"Biryani was first introduced by the Mughals in Northern India. 
"
2089,"The Kenyan economy loses 14 billion Kenyan Shillings to drought every year; the country has lost 3% of its GDP in 2015 alone.
"
2090,"Karoli, who no longer works with a manager, said she is counting on her debut back in the spotlight at Sauti za Busara to boost sales and build a name for herself again after years in the shadows. 
"
2091,"A bowl of white rice in a restaurant in Singapore. Photo by Charles Haynes. Source: Flickr, CC License 
"
2092,"'We're basically here to carve new paths as women in music' 
"
2093,"During the heating season in 2012-2013, the school spent 600,000 soms , whereas similar schools had expended around 2,500,000 soms , and achieved a 53% reduction in energy use. 
"
2094,"Sevo going places.
"
2095,"In the 1970s my family built a dam within the land my grandfather owned. The dam has been there since I can remember, but in the last two years weather patterns across the country have taught our family not to take this reservoir for granted. As we experience the second round of drying up, the future remains uncertain.
"
2096,"""Death to Chikungunya #Trinidad"" may soon have to be renamed to ""Death to Zika"". Photo by Georgia Popplewell, used under a CC BY-NC-SA 2.0 license. 
"
2097,"Books and clothes, including many of her school uniforms, are buried under the rubble. 
"
2098,"Professor Stevens Rehen commented on Facebook: 
"
2099,"Aha! National Scientist Gregorio Y. Zara, a physicist, invented a device that makes it possible for two persons to see each other on a television while talking on the telephone as early as 1954.
"
2100,"I used to be really into Ainu culture and bought this book.
"
2101,"I refuse to eat or even partake in any event on that side of the island this is a down right national shame the government of Barbados should take full responsibility for this national disaster! And this is the perfect example of how they have managed the affairs of Barbadians! 
"
2102,"This past summer, amidst fears that summer temperatures throughout the country might rise to an unheard of high of 45 degrees, the Japanese prime ministerial race proceeded on its conservative course. 
"
2103,"The job of a Sherpa guide includes preparing the route for climbers to follow, fix ropes in place, and carry the necessary climbing kit up the mountain. It's risky work, but can pay up to 6,000 US dollars a season, much more than the average income in Nepal. 
"
2104,"RW: US and Europe. Different projects have different levels of funding. It is difficult to recruit people to come back or to move here, as funding and growth opportunities are better in other countries . 
"
2105,"Photo by BIOM While the government introduces new changes to school schedules, extending the winter break in order to reduce consumption of heating, an experimental school in the south of Kyrgyzstan has taken a different approach to saving energy.
"
2106,"Video title: Zebra escapes after earthquake? 
"
2107,"Today the Russian space agency lost contact with the satellite. 
"
2108,"You can see a lot of green guava orchards if you're aboard a boat travelling through the canals. Thousands of farmers earn their livelihood growing and selling these guavas. 
"
2109,"Graffiti from Caroline Luz (Caluz) in Jaçanã neighborhood.
"
2110,"In both flavor and aroma, it is considered one of the best Biryanis: the textures are softer and the spices milder. 
"
2111,"Mirror! Mirror! Who is the fairest of all? 
"
2112,"Some people, including the museum's staff and scientists, risked their own lives by breaking into the blazing building to retrieve some of the items. 
"
2113,"In ten years, Sharma hopes to see no need for the organization that she's fought so hard to establish. Her dream? By then, survivors will have gained the tools to live productive, independent lives — and acid attacks will have all but disappeared from the cultural sphere. 
"
2114,"This morning 8:30 AM Kami Rita Sherpa made 22 successful ascents of Mt. Everest as a part of Seven Summit Treks Everest Expedition! 
"
2115,"Languages are influenced by contact with other languages. 
"
2116,"Guarulhos, greater São Paulo 
"
2117,"When Shreesha Duwal takes me to her family home in Bhaktapur, outside Kathmandu, there’s just a gaping hole and piles of bricks. The multi-story building collapsed during last year’s earthquake. 
"
2118,"Yangon, Myanmar. 
"
2119,"Verena came to visit my studio and took 500 white butterflies with her.
"
2120,"'We have only one objective here: to resume the process of demarcation of our lands' 
"
2121,"Recently, he installed 9,000 white butterflies at the premises of Kathmandu’s Kalmochan Temple in memory of around 9,000 people killed by the April earthquake last year. 
"
2122,"The devastating earthquake in Nepal, which took about 9,000 lives, did not leave the world's highest mountain and its aspirants.
"
2123,"It's snowing now on Aldhahr ridge and the ground has become white.
"
2124,"As members of SEBIN searched Diaz's and Soto's home, Luz Mely Reyes reported live from the scene. 
"
2125,"In Bangladesh, the available sanitary napkins on the market are costly. Foreign manufactured ones cost more than 120 Bangladeshi taka (US $1.50) as there is a 60% supplementary tax imposed on the imports. 
"
2126,"Photo from Featured Collectives by Zarni Phyo.Novices. Lashio, Shan State, Myanmar. 2015.CC License 
"
2127,"Feeling sick to the core due to this smoke and smog though I was not out much. No one doing anything about it. 
"
2128,"According to UNESCO, there are eight languages in Japan that are critically endangered, and the Ainu language tops the list with the highest degree of endangerment.
"
